# RA = 11 04 27.34(166.11392)
# Dec = +38 12 32.40(38.209)
# Redshift = 0.0
# NH = 1.92E20 
# BeppoSAX Spectra (Giommi et al. 2002) (id = 112)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.1570E15     0.0000E00    1.4237E-10   7.4357E-13    55351.903067    55351.903067
1.1570E15     0.0000E00    9.7401E-11   6.8828E-13    55294.009676    55294.009676
1.1570E15     0.0000E00    1.5572E-10   9.3608E-13    55232.052396    55232.052396
1.1570E15     0.0000E00    1.5106E-10   4.5785E-13    53742.409063    53742.409063
1.1570E15     0.0000E00    1.9868E-10   1.2462E-12    54973.162836    54973.162836
1.1570E15     0.0000E00    1.3620E-10   8.7330E-13    54559.926389    54559.926389
1.1570E15     0.0000E00    1.0045E-10   6.7820E-13    55360.0689    55360.0689
1.1570E15     0.0000E00    1.1180E-10   8.2686E-13    54954.964676    54954.964676
1.1570E15     0.0000E00    1.4706E-10   8.2852E-13    54511.109606    54511.109606
1.1570E15     0.0000E00    1.4281E-10   7.5407E-13    54937.019306    54937.019306
1.1570E15     0.0000E00    1.0840E-10   6.9638E-13    55365.913727    55365.913727
1.1570E15     0.0000E00    1.8993E-10   1.1566E-12    55186.148727    55186.148727
1.1570E15     0.0000E00    1.0276E-10   7.7166E-13    55286.065903    55286.065903
1.1570E15     0.0000E00    1.1185E-10   6.3463E-13    55154.432535    55154.432535
1.1570E15     0.0000E00    1.1138E-10   6.7515E-13    55382.749988    55382.749988
1.1570E15     0.0000E00    1.4550E-10   9.0654E-13    55220.281609    55220.281609
1.1570E15     0.0000E00    1.5599E-10   9.6930E-13    55325.95566    55325.95566
1.1570E15     0.0000E00    1.3637E-10   8.4443E-13    54560.181933    54560.181933
1.1570E15     0.0000E00    1.0937E-10   4.7624E-13    54569.214213    54569.214213
1.1570E15     0.0000E00    1.3508E-10   6.9418E-13    53737.462778    53737.462778
1.1570E15     0.0000E00    1.1352E-10   6.1409E-13    54567.072558    54567.072558
1.1570E15     0.0000E00    1.2666E-10   7.5821E-13    54944.192512    54944.192512
1.1570E15     0.0000E00    1.0128E-10   9.8556E-13    55299.03463    55299.03463
1.1570E15     0.0000E00    1.2233E-10   5.6636E-13    54566.002361    54566.002361
1.1570E15     0.0000E00    1.2824E-10   8.7091E-13    55323.876701    55323.876701
1.1570E15     0.0000E00    1.8099E-10   1.1974E-12    54968.955671    54968.955671
1.1570E15     0.0000E00    2.0036E-10   1.2708E-12    55212.71037    55212.71037
1.1570E15     0.0000E00    1.2252E-10   9.0511E-13    55252.259884    55252.259884
1.1570E15     0.0000E00    1.1463E-10   7.8589E-13    54564.195197    54564.195197
1.1570E15     0.0000E00    1.1954E-10   7.9899E-13    55377.681366    55377.681366
1.1570E15     0.0000E00    1.7328E-10   1.0299E-12    55192.42434    55192.42434
1.1570E15     0.0000E00    1.3524E-10   8.5794E-13    55336.907778    55336.907778
1.1570E15     0.0000E00    1.7155E-10   8.2093E-13    54976.038866    54976.038866
1.1570E15     0.0000E00    2.0208E-10   1.2475E-12    55211.367315    55211.367315
1.1570E15     0.0000E00    1.1784E-10   8.0654E-13    55357.925521    55357.925521
1.1570E15     0.0000E00    1.0134E-10   6.9680E-13    55339.058183    55339.058183
1.1570E15     0.0000E00    1.1220E-10   7.3439E-13    55320.870567    55320.870567
1.1570E15     0.0000E00    1.8000E-10   7.5741E-13    54629.883715    54629.883715
1.1570E15     0.0000E00    1.0813E-10   7.7404E-13    55284.054016    55284.054016
1.1570E15     0.0000E00    1.6317E-10   1.1003E-12    54538.241875    54538.241875
1.1570E15     0.0000E00    1.9621E-10   2.0586E-12    54973.787315    54973.787315
1.1570E15     0.0000E00    1.3500E-10   8.6068E-13    54946.948681    54946.948681
1.1570E15     0.0000E00    1.7888E-10   1.3483E-12    55215.262245    55215.262245
1.1570E15     0.0000E00    1.3283E-10   6.7168E-13    54778.869097    54778.869097
1.1570E15     0.0000E00    1.1705E-10   8.4278E-13    55257.024861    55257.024861
1.1570E15     0.0000E00    1.1829E-10   7.5140E-13    55254.198113    55254.198113
1.1570E15     0.0000E00    2.0701E-10   1.3564E-12    55206.486262    55206.486262
1.1570E15     0.0000E00    1.9903E-10   1.2868E-12    55198.312558    55198.312558
1.1570E15     0.0000E00    1.6166E-10   1.2116E-12    54930.997257    54930.997257
1.1570E15     0.0000E00    1.0117E-10   8.5131E-13    55287.92765    55287.92765
1.1570E15     0.0000E00    1.5071E-10   9.9415E-13    55249.24625    55249.24625
1.1570E15     0.0000E00    1.2026E-10   8.9224E-13    55147.73103    55147.73103
1.1570E15     0.0000E00    1.0013E-10   6.7215E-13    53900.016169    53900.016169
1.1570E15     0.0000E00    8.4184E-11   3.9880E-13    53901.490544    53901.490544
1.1570E15     0.0000E00    1.4961E-10   1.0459E-12    55269.869433    55269.869433
1.1570E15     0.0000E00    1.1116E-10   8.5676E-13    55303.117581    55303.117581
1.1570E15     0.0000E00    1.6436E-10   1.0207E-12    54978.720347    54978.720347
1.1570E15     0.0000E00    1.2368E-10   8.8984E-13    55278.022407    55278.022407
1.1570E15     0.0000E00    1.3837E-10   4.3421E-13    53739.465185    53739.465185
1.1570E15     0.0000E00    1.2922E-10   9.1635E-13    55264.988264    55264.988264
1.1570E15     0.0000E00    1.3750E-10   2.9352E-12    55150.55235    55150.55235
1.1570E15     0.0000E00    1.3248E-10   7.6030E-13    55251.52662    55251.52662
1.1570E15     0.0000E00    1.8343E-10   8.3360E-13    55214.316539    55214.316539
1.1570E15     0.0000E00    1.2369E-10   6.3679E-13    55156.099028    55156.099028
1.1570E15     0.0000E00    1.6294E-10   1.0876E-12    54978.185428    54978.185428
1.1570E15     0.0000E00    1.8707E-10   1.1437E-12    55209.357801    55209.357801
1.1570E15     0.0000E00    1.6138E-10   8.2187E-13    54591.178831    54591.178831
1.1570E15     0.0000E00    1.5350E-10   9.7426E-13    55242.018171    55242.018171
1.1570E15     0.0000E00    1.6392E-10   9.6754E-13    54978.453912    54978.453912
1.1570E15     0.0000E00    1.8440E-10   1.0938E-12    54506.159549    54506.159549
1.1570E15     0.0000E00    1.3462E-10   1.2592E-12    54943.06662    54943.06662
1.1570E15     0.0000E00    1.0899E-10   8.7058E-13    55155.481806    55155.481806
1.1570E15     0.0000E00    1.1723E-10   8.0234E-13    55262.981238    55262.981238
1.1570E15     0.0000E00    9.8137E-11   7.4162E-13    55288.943368    55288.943368
1.1570E15     0.0000E00    1.0805E-10   7.6173E-13    54952.972581    54952.972581
1.1570E15     0.0000E00    1.2533E-10   1.0730E-12    55314.84897    55314.84897
1.1570E15     0.0000E00    1.4023E-10   8.2537E-13    55275.953854    55275.953854
1.1570E15     0.0000E00    1.5848E-10   1.0710E-12    54509.170845    54509.170845
1.1570E15     0.0000E00    1.2826E-10   8.8046E-13    55315.096782    55315.096782
1.1570E15     0.0000E00    1.9408E-10   8.4222E-13    55188.483252    55188.483252
1.1570E15     0.0000E00    1.4117E-10   8.2814E-13    54945.002002    54945.002002
1.1570E15     0.0000E00    1.4796E-10   9.3695E-13    54510.106308    54510.106308
1.1570E15     0.0000E00    2.2173E-10   1.4409E-12    55182.191817    55182.191817
1.1570E15     0.0000E00    1.1354E-10   7.8861E-13    55342.075301    55342.075301
1.1570E15     0.0000E00    1.3573E-10   5.4319E-13    55150.664329    55150.664329
1.1570E15     0.0000E00    8.4218E-11   1.9912E-13    53902.025347    53902.025347
1.1570E15     0.0000E00    1.4458E-10   9.3824E-13    55267.926215    55267.926215
1.1570E15     0.0000E00    1.1711E-10   7.2612E-13    55354.911389    55354.911389
1.1570E15     0.0000E00    1.4282E-10   1.1013E-12    55306.134711    55306.134711
1.1570E15     0.0000E00    1.3032E-10   6.8905E-13    55153.428831    55153.428831
1.1570E15     0.0000E00    1.3155E-10   8.7345E-13    54559.244931    54559.244931
1.1570E15     0.0000E00    1.6057E-10   9.7176E-13    55345.946655    55345.946655
1.1570E15     0.0000E00    9.7524E-11   8.1699E-13    55287.008137    55287.008137
1.1570E15     0.0000E00    1.2453E-10   7.6107E-13    54556.555984    54556.555984
1.1570E15     0.0000E00    1.7151E-10   2.0924E-12    54505.420451    54505.420451
1.1570E15     0.0000E00    1.7384E-10   8.7691E-13    54592.175069    54592.175069
1.1570E15     0.0000E00    1.5310E-10   1.2400E-12    55245.02669    55245.02669
1.1570E15     0.0000E00    1.3387E-10   8.7068E-13    55228.291528    55228.291528
1.1570E15     0.0000E00    1.9120E-11   2.4253E-13    53740.532546    53740.532546
1.1570E15     0.0000E00    1.3334E-10   7.7844E-13    54913.941308    54913.941308
1.1570E15     0.0000E00    1.5593E-10   1.0956E-12    54965.065405    54965.065405
1.1570E15     0.0000E00    1.3591E-10   9.0675E-13    54906.588588    54906.588588
1.1570E15     0.0000E00    1.3968E-10   1.0035E-12    55176.231146    55176.231146
1.1570E15     0.0000E00    1.4191E-10   9.3375E-13    55277.156354    55277.156354
1.1570E15     0.0000E00    9.4220E-11   8.1961E-13    54844.743634    54844.743634
1.1570E15     0.0000E00    1.5622E-10   1.1885E-12    54512.454954    54512.454954
1.1570E15     0.0000E00    1.0829E-10   9.4277E-13    54885.614086    54885.614086
1.1570E15     0.0000E00    1.4766E-10   1.7463E-12    55268.942188    55268.942188
1.1570E15     0.0000E00    1.6900E-10   1.0567E-12    55225.360613    55225.360613
1.1570E15     0.0000E00    1.2764E-10   9.6525E-13    55259.103854    55259.103854
1.1570E15     0.0000E00    1.3379E-10   8.8965E-13    54892.064861    54892.064861
1.1570E15     0.0000E00    1.7883E-10   9.2059E-13    54593.179236    54593.179236
1.1570E15     0.0000E00    1.2800E-10   7.8735E-13    55319.863044    55319.863044
1.1570E15     0.0000E00    1.3555E-10   8.8874E-13    55250.317049    55250.317049
1.1570E15     0.0000E00    1.0019E-10   5.9802E-13    54803.977535    54803.977535
1.1570E15     0.0000E00    1.0431E-10   7.6879E-13    55386.311551    55386.311551
1.1570E15     0.0000E00    1.1921E-10   8.5374E-13    55256.159838    55256.159838
1.1570E15     0.0000E00    1.1451E-10   6.7892E-13    54918.967025    54918.967025
1.1570E15     0.0000E00    8.9758E-11   6.4945E-13    55293.34691    55293.34691
1.1570E15     0.0000E00    1.4122E-10   1.0287E-12    54935.14787    54935.14787
1.1570E15     0.0000E00    1.3852E-10   9.8606E-13    55174.695752    55174.695752
1.1570E15     0.0000E00    1.7180E-10   9.2464E-13    54508.506424    54508.506424
1.1570E15     0.0000E00    1.8069E-10   1.2141E-12    54507.162535    54507.162535
1.1570E15     0.0000E00    1.3760E-10   7.9568E-13    54914.943484    54914.943484
1.1570E15     0.0000E00    1.8366E-10   1.2800E-12    55200.207708    55200.207708
1.1570E15     0.0000E00    1.2081E-10   7.5749E-13    54920.964931    54920.964931
1.1570E15     0.0000E00    1.1724E-10   7.9213E-13    55262.047292    55262.047292
1.1570E15     0.0000E00    1.6952E-10   1.1036E-12    55180.241007    55180.241007
1.1570E15     0.0000E00    1.9390E-10   9.4355E-13    54975.033623    54975.033623
1.1570E15     0.0000E00    1.4552E-10   9.6689E-13    55226.292731    55226.292731
1.1570E15     0.0000E00    1.1569E-10   8.3018E-13    54916.958252    54916.958252
1.1570E15     0.0000E00    1.4735E-10   9.5491E-13    55223.278368    55223.278368
1.1570E15     0.0000E00    1.8099E-10   1.4953E-12    55208.376944    55208.376944
1.1570E15     0.0000E00    1.5484E-10   1.0587E-12    55237.015312    55237.015312
1.1570E15     0.0000E00    1.7041E-10   6.9331E-13    54977.042222    54977.042222
1.1570E15     0.0000E00    1.6896E-10   7.6511E-13    54526.314236    54526.314236
1.1570E15     0.0000E00    1.0614E-10   9.3280E-13    55362.898542    55362.898542
1.1570E15     0.0000E00    1.1960E-10   8.2467E-13    55282.378067    55282.378067
1.1570E15     0.0000E00    1.3992E-10   1.0535E-12    54928.868345    54928.868345
1.1570E15     0.0000E00    1.4611E-10   7.8862E-13    54511.451748    54511.451748
1.1570E15     0.0000E00    9.7103E-11   6.1112E-13    54864.687581    54864.687581
1.1570E15     0.0000E00    9.3099E-11   8.1718E-13    55290.006042    55290.006042
1.1570E15     0.0000E00    1.9296E-10   1.0736E-12    55210.370868    55210.370868
1.1570E15     0.0000E00    1.8396E-10   1.1033E-12    54594.924664    54594.924664
1.1570E15     0.0000E00    1.1858E-10   7.5995E-13    55261.974132    55261.974132
1.1570E15     0.0000E00    1.4368E-10   9.7672E-13    55266.992766    55266.992766
1.1570E15     0.0000E00    1.2392E-10   5.1102E-13    55152.223067    55152.223067
1.1570E15     0.0000E00    1.2987E-10   1.4817E-12    54926.984097    54926.984097
1.1570E15     0.0000E00    1.2823E-10   1.2266E-12    55152.489514    55152.489514
1.1570E15     0.0000E00    1.6062E-10   2.0351E-12    54932.935127    54932.935127
1.1570E15     0.0000E00    1.2487E-10   8.4274E-13    55280.985602    55280.985602
1.1570E15     0.0000E00    1.2378E-10   6.4985E-13    55158.243993    55158.243993
1.1570E15     0.0000E00    1.7780E-10   1.2019E-12    55202.54669    55202.54669
1.1570E15     0.0000E00    1.9630E-10   3.0875E-12    54973.854259    54973.854259
1.1570E15     0.0000E00    1.4591E-10   9.6865E-13    55327.89772    55327.89772
1.1570E15     0.0000E00    1.2091E-10   8.2780E-13    54562.253009    54562.253009
1.1570E15     0.0000E00    1.3623E-10   9.4003E-13    55178.237998    55178.237998
1.1570E15     0.0000E00    8.9971E-11   6.7333E-13    55297.096019    55297.096019
1.1570E15     0.0000E00    1.5737E-10   1.0245E-12    55230.101111    55230.101111
1.1570E15     0.0000E00    1.6998E-10   1.0300E-12    55190.40941    55190.40941
1.1570E15     0.0000E00    8.2211E-11   7.4426E-13    54858.514155    54858.514155
1.1570E15     0.0000E00    8.6069E-11   7.8125E-13    54849.088819    54849.088819
1.1570E15     0.0000E00    1.4151E-10   9.2863E-13    55217.327292    55217.327292
1.1570E15     0.0000E00    2.0327E-10   2.0479E-12    55204.293704    55204.293704
# UVOTSSC u (id = 41)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.5630E14     0.0000E00    8.8930E-11   1.8162E-13    53904.042477    53904.042477
8.5630E14     0.0000E00    8.9155E-11   6.3727E-13    53900.016169    53900.016169
8.5630E14     0.0000E00    7.6154E-11   4.3409E-13    53901.490544    53901.490544
8.5630E14     0.0000E00    7.9984E-11   2.1513E-13    53902.025347    53902.025347
8.5630E14     0.0000E00    1.1117E-10   8.8217E-13    54556.555984    54556.555984
# UVOTSSC v (id = 40)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
5.5500E14     0.0000E00    1.0397E-10   1.0933E-12    54556.555984    54556.555984
# UVOTPRSED (id = 39)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4770E15     0.0000E00    1.8696E-10   6.2092E-12    57133.317373    57133.328952
1.3440E15     0.0000E00    1.1256E-10   3.7383E-12    55278.022454    55278.026256
1.1380E15     0.0000E00    1.0705E-10   3.5554E-12    55278.026377    55278.029793
1.4770E15     0.0000E00    1.0465E-10   3.4757E-12    55278.01853    55278.022332
1.3440E15     0.0000E00    1.5538E-10   5.1603E-12    55312.156563    55312.159909
1.4770E15     0.0000E00    1.5127E-10   5.0238E-12    55312.153102    55312.156448
1.1380E15     0.0000E00    1.3109E-10   4.3539E-12    55312.160023    55312.163122
1.1380E15     0.0000E00    1.5761E-10   5.2346E-12    55243.032326    55243.036721
1.3440E15     0.0000E00    1.8340E-10   6.0909E-12    55243.027708    55243.032194
1.4770E15     0.0000E00    1.8187E-10   6.0400E-12    55243.02309    55243.027576
1.3440E15     0.0000E00    2.0672E-10   6.8657E-12    56699.178773    56699.182981
1.1380E15     0.0000E00    1.7124E-10   5.6871E-12    56699.183762    56699.187419
1.4770E15     0.0000E00    1.9577E-10   6.5018E-12    56699.174433    56699.178634
1.3440E15     0.0000E00    3.9754E-10   1.3203E-11    56284.17287    56284.176672
1.1380E15     0.0000E00    3.3542E-10   1.1140E-11    56284.176794    56284.180467
1.4770E15     0.0000E00    3.7303E-10   1.2389E-11    56284.168947    56284.172749
1.4770E15     0.0000E00    1.6134E-10   5.3585E-12    55249.238449    55249.242251
1.1380E15     0.0000E00    1.2405E-10   4.1199E-12    55251.526655    55251.531843
1.3440E15     0.0000E00    2.7251E-10   9.0506E-12    55623.31684    55623.321485
1.1380E15     0.0000E00    1.3982E-10   4.6439E-12    55249.246296    55249.249926
1.4770E15     0.0000E00    1.4313E-10   4.7537E-12    55251.515567    55251.520964
1.4770E15     0.0000E00    2.6776E-10   8.8928E-12    55623.31206    55623.316705
1.1380E15     0.0000E00    1.2067E-10   4.0076E-12    56327.142211    56327.143874
1.3440E15     0.0000E00    1.7353E-10   5.7634E-12    56327.141181    56327.14431
1.1380E15     0.0000E00    2.4077E-10   7.9962E-12    55623.32162    55623.326291
1.3440E15     0.0000E00    1.6573E-10   5.5040E-12    55249.242373    55249.246175
1.4770E15     0.0000E00    1.9758E-10   6.5621E-12    56327.140162    56327.143364
1.3440E15     0.0000E00    1.4433E-10   4.7939E-12    55251.521111    55251.526508
1.1380E15     0.0000E00    1.5907E-10   5.2830E-12    55978.337153    55978.340899
1.4770E15     0.0000E00    1.8354E-10   6.0960E-12    55978.329294    55978.333096
1.1380E15     0.0000E00    1.2870E-10   4.2745E-12    55246.373762    55246.382863
1.3440E15     0.0000E00    1.9381E-10   6.4370E-12    55967.450891    55967.454785
1.3440E15     0.0000E00    1.5395E-10   5.1130E-12    55246.368218    55246.377872
1.3440E15     0.0000E00    2.6025E-10   1.0152E-11    54502.880486    54502.882031
1.1380E15     0.0000E00    1.6353E-10   5.4311E-12    55967.454907    55967.458945
1.3440E15     0.0000E00    1.5538E-10   5.1603E-12    55268.937049    55268.944272
1.4770E15     0.0000E00    1.4580E-10   4.8422E-12    55268.931852    55268.942065
1.4770E15     0.0000E00    2.5336E-10   8.4147E-12    54502.870544    54502.880258
1.1380E15     0.0000E00    1.3855E-10   5.4043E-12    55268.942234    55268.943352
1.4770E15     0.0000E00    1.4988E-10   4.9777E-12    55246.307037    55246.317954
1.3440E15     0.0000E00    1.8681E-10   6.2041E-12    55978.333229    55978.337031
1.4770E15     0.0000E00    1.8696E-10   6.2092E-12    55967.446875    55967.450768
1.1380E15     0.0000E00    1.1107E-10   3.6888E-12    55246.984722    55246.988803
1.3440E15     0.0000E00    9.8944E-11   3.2862E-12    55246.980336    55246.997823
1.4770E15     0.0000E00    1.1796E-10   3.9178E-12    55246.975949    55246.980207
1.1380E15     0.0000E00    1.8949E-10   6.2934E-12    57049.078727    57049.081859
1.4770E15     0.0000E00    2.1269E-10   7.0637E-12    57049.071308    57049.074905
1.4770E15     0.0000E00    1.2015E-10   3.9906E-12    55273.950058    55273.954999
